IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,TJK,Tajikistan,Year,2017,false,Residence Area Type,Total,TOTL,,,,,,,FPTJK2017,TJK_2017_HBS_v01_M,,8.85,,,,,,8.85,,,EN,2023-04-03T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,ARG,Argentina,Year,2017,true,Residence Area Type,Total,TOTL,,,,,,,FPARG2017,ARG_2017_ENGHo_1718_v01_M,,9.57,,,,,,9.57,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,JPN,Japan,Year,2017,false,Residence Area Type,Total,TOTL,,,,,,,FPJPN2017,JPN_2017_FIES_v01_M,,9.6,,,,,,9.6,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPSOM2016,SOM_2016_HFS_v01_M_v01_A_SSAPOV,,0.55,,,,,,0.55,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,RWA,Rwanda,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPRWA2016,RWA_2016_EICV_V_v01_M_v02_A_SSAPOV,,1.15,,,,,,1.15,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,GHA,Ghana,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPGHA2016,GHA_2016_GLSS7_v01_M,,1.33,,,,,,1.33,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,MEX,Mexico,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPMEX2016,MEX_2016_ENIGH_v01_M,,1.54,,,,,,1.54,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MLI,Mali,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPMLI2016,MLI_2016_EMOP_v01_M,,1.95,,,,,,1.95,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPMYS2016,MYS_2016_HES_v01_M,,1.96,,,,,,1.96,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPTHA2016,THA_2016_SES_v01_M,,1.99,,,,,,1.99,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPMDV2016,MDV_2016_HIES_v01_M,,10.27,,,,,,10.27,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPNPL2016,NPL_2016_CBSAHS_v01_M,,10.66,,,,,,10.66,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPSSD2016,SSD_2016_HFS-W3_v03_M,,11.71,,,,,,11.71,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,HUN,Hungary,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPHUN2016,HUN_2016_HBS_v01_M,,11.91,,,,,,11.91,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,ROU,Romania,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPROU2016,ROU_2016_HBS_v01_M_v02_A_ECAPOV,,13.42,,,,,,13.42,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPKOR2016,KOR_2016_HIES_v01_M,,13.95,,,,,,13.95,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,CHL,Chile,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPCHL2016,CHL_2016_EPF_v01_M,,14.6,,,,,,14.6,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,POL,Poland,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPPOL2016,POL_2016_HBS_v01_M,,15.04,,,,,,15.04,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,UGA,Uganda,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPUGA2016,UGA_2016_UNHS_v01_M,,15.27,,,,,,15.27,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPIRN2016,IRN_2016_HIES_v01_M,,15.78,,,,,,15.78,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,BRB,Barbados,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPBRB2016,BRB_2016_BSLC_v01_M,,16.37,,,,,,16.37,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GRC,Greece,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPGRC2016,GRC_2016_HBS_v01_M,,16.89,,,,,,16.89,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPMDA2016,MDA_2016_CBGC_v01_M,,17.15,,,,,,17.15,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,ARM,Armenia,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPARM2016,ARM_2016_ILCS_v01_M_v01_A_ECAPOV,,19.29,,,,,,19.29,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPGBR2016,GBR_2016_LCFS_v01_M,,2.09,,,,,,2.09,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,URY,Uruguay,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPURY2016,URY_2016_ENGIH_v01_M,,2.11,,,,,,2.11,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,LVA,Latvia,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPLVA2016,LVA_2016_HBS_v01_M,,21.41,,,,,,21.41,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BGR,Bulgaria,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPBGR2016,BGR_2016_HBS_v01_M,,22.29,,,,,,22.29,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPAFG2016,AFG_2016_ALCS_v01_M,,23.84,,,,,,23.84,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPBGD2016,BGD_2016_HIES_v01_M,,24.42,,,,,,24.42,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,CAN,Canada,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPCAN2016,CAN_2016_SHS_v01_M,,3.4,,,,,,3.4,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPKGZ2016,KGZ_2016_KIHS_v01_M_v01_A_ECAPOV,,3.47,,,,,,3.47,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,LUX,Luxembourg,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPLUX2016,LUX_2016_HBS_v01_M,,3.52,,,,,,3.52,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,TUR,Türkiye,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPTUR2016,TUR_2016_HBS_v01_M,,3.73,,,,,,3.73,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GEO,Georgia,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPGEO2016,GEO_2016_IHS_v01_M,,30.74,,,,,,30.74,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPIDN2016,IDN_2016_SUSENAS_v01_M,,4.31,,,,,,4.31,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,USA,United States of America,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPUSA2016,USA_2016_CES_v01_M_v01_A_PUMD,,4.47,,,,,,4.47,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPMNG2016,MNG_2016_HSES_v01_M,,4.49,,,,,,4.49,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,SUR,Suriname,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPSUR2016,SUR_2016_SSLC_v01_M,,4.87,,,,,,4.87,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,SLV,El Salvador,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPSLV2016,SLV_2016_EHPM_v01_M,,4.9,,,,,,4.9,,,EN,2023-04-11T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,SWZ,Eswatini,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPSWZ2016,SWZ_2016_HIES_v01_M_v01_A_SSAPOV,,5,,,,,,5,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPLKA2016,LKA_2016_HIES_v02,,5.44,,,,,,5.44,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPLCA2016,LCA_2016_SLCHBS_v01_M,,6.17,,,,,,6.17,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,FIN,Finland,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPFIN2016,FIN_2016_HBS_v01_M,,6.72,,,,,,6.72,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,LBR,Liberia,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPLBR2016,LBR_2016_HIES_v01_M_v06_A_SSAPOV,,6.75,,,,,,6.75,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,CHE,Switzerland,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPCHE2016,CHE_2016_HBS_v01_M,,7.15,,,,,,7.15,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,ESP,Spain,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPESP2016,ESP_2016_HBS_v01_M,,7.28,,,,,,7.28,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,COL,Colombia,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPCOL2016,COL_2016_ENPH_v01_M,,8.19,,,,,,8.19,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,PER,Peru,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPPER2016,PER_2016_ENAHO_v01_M,,8.46,,,,,,8.46,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,UKR,Ukraine,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPUKR2016,UKR_2016_HLCS_v01_M,,8.93,,,,,,8.93,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,PSE,Occupied Palestinian territory,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,FPPSE2016,PSE_2016_PECS_v01_M_v01_A,,9,,,,,,9,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,TJK,Tajikistan,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPTJK2016,TJK_2016_HBS_v01_M,,9.15,,,,,,9.15,,,EN,2023-04-03T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPVNM2016,VNM_2016_VLSS_v01_M,,9.39,,,,,,9.39,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,JPN,Japan,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPJPN2016,JPN_2016_FIES_v01_M,,9.4,,,,,,9.4,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2016,false,Residence Area Type,Total,TOTL,,,,,,,FPBLR2016,BLR_2016_SHLSS_v01_M,,9.53,,,,,,9.53,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,TKL,Tokelau,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPTKL2015,TKL_2015_HIES_v01_M,,0,,,,,,0,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPCOK2015,COK_2015_HIES_v01_M,,0.12,,,,,,0.12,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,GMB,Gambia,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPGMB2015,GMB_2015_IHS_v01_M_v01_A_SSAPOV,,0.2,,,,,,0.2,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ZMB,Zambia,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPZMB2015,ZMB_2015_LCMS_v01_M_v01_A_SSAPOV,,0.28,,,,,,0.28,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,NAM,Namibia,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPNAM2015,NAM_2015_NHIES_v01_M_v05_A_SSAPOV,,1.52,,,,,,1.52,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,THA,Thailand,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPTHA2015,THA_2015_SES_v01_M,,1.88,,,,,,1.88,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,MNE,Montenegro,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPMNE2015,MNE_2015_HBS_v01_M_v03_A_ECAPOV,,10.27,,,,,,10.27,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,ISR,Israel,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPISR2015,ISR_2015_HES_v01_M_v01_A_LIS,,11.63,,,,,,11.63,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,HUN,Hungary,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPHUN2015,HUN_2015_HBS_v01_M,,12.48,,,,,,12.48,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BGR,Bulgaria,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPBGR2015,BGR_2015_HBS_v01_M,,13.07,,,,,,13.07,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPKOR2015,KOR_2015_HIES_v01_M,,13.51,,,,,,13.51,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPMMR2015,MMR_2015_MPLCS_v01_M,,13.82,,,,,,13.82,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,CYP,Cyprus,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPCYP2015,CYP_2015_HBS_v01_M,,14.74,,,,,,14.74,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,POL,Poland,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPPOL2015,POL_2015_HBS_v01_M,,14.77,,,,,,14.77,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,MLT,Malta,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPMLT2015,MLT_2015_HBS_v01_M,,15.94,,,,,,15.94,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2015,true,Residence Area Type,Total,TOTL,,,,,,,FPTUN2015,TUN_2015_EBCNV_v01_M,,16.74,,,,,,16.74,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPIRN2015,IRN_2015_HIES_v01_M,,17.03,,,,,,17.03,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPMDA2015,MDA_2015_HBS_v01_M_v01_A_ECAPOV,,18.49,,,,,,18.49,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,NGA,Nigeria,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPNGA2015,NGA_2015_GHSP-W3_v02_M,,18.53,,,,,,18.53,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,LVA,Latvia,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPLVA2015,LVA_2015_HBS_v01_M,,19.42,,,,,,19.42,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ETH,Ethiopia,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPETH2015,ETH_2015_HICES_v01_M_v03_A_SSAPOV,,2.12,,,,,,2.12,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MLI,Mali,Year,2015,false,Residence Area Type,Total,TOTL,,,,,,,FPMLI2015,MLI_2015_EMOP_v01_M,,2.13,,,,,,2.13,,,EN,2023-04-02T22:00:00.000Z
